t0	1
t1	1
t10	1
t100	0
t1000	0
t10000	1
t10001	1
t10002	1
t10003	0
t10004	1
t10005	1
t10006	1
t10007	1
t10008	1
t10009	1
t1001	1
t10010	1
t10011	0
t10012	0
t10013	1
t10014	1
t10015	0
t10016	1
t10017	1
t10018	1
t10019	1
t1002	1
t10020	1
t10021	1
t10022	0
t10023	0
t10024	0
t10025	0
t10026	1
t10027	1
t10028	1
t10029	1
t1003	1
t10030	1
t10031	0
t10032	1
t10033	1
t10034	1
t10035	0
t10036	1
t10037	1
t10038	0
t10039	1
t1004	1
t10040	1
t10041	0
t10042	1
t10043	0
t10044	1
t10045	1
t10046	1
t10047	1
t10048	1
t10049	1
t1005	0
t10050	1
t10051	1
t10052	1
t10053	0
t10054	1
t10055	1
t10056	1
t10057	1
t10058	0
t10059	0
t1006	1
t10060	1
t10061	0
t10062	1
t10063	1
t10064	0
t10065	0
t10066	0
t10067	0
t10068	0
t10069	1
t1007	1
t10070	1
t10071	1
t10072	1
t10073	0
t10074	0
t10075	0
t10076	1
t10077	0
t10078	0
t10079	1
t1008	1
t10080	1
t10081	1
t10082	0
t10083	0
t10084	1
t10085	1
t10086	1
t10087	1
t10088	1
t10089	1
t1009	1
t10090	1
t10091	0
t10092	1
t10093	0
t10094	0
t10095	1
t10096	1
t10097	0
t10098	1
t10099	1
t101	1
t1010	1
t10100	1
t10101	1
t10102	1
t10103	1
t10104	1
t10105	1
t10106	0
t10107	1
t10108	0
t10109	0
t1011	0
t10110	1
t10111	1
t10112	0
t10113	0
t10114	1
t10115	1
t10116	0
t10117	1
t10118	0
t10119	1
t1012	1
t10120	0
t10121	1
t10122	1
t10123	0
t10124	0
t10125	1
t10126	1
t10127	1
t10128	0
t10129	0
t1013	0
t10130	1
t10131	1
t10132	1
t10133	1
t10134	1
t10135	0
t10136	1
t10137	1
t10138	1
t10139	0
t1014	0
t10140	0
t10141	1
t10142	1
t10143	1
t10144	1
t10145	0
t10146	1
t10147	0
t10148	1
t10149	0
t1015	1
t10150	0
t10151	1
t10152	0
t10153	1
t10154	0
t10155	1
t10156	1
t10157	0
t10158	0
t10159	0
t1016	1
t10160	1
t10161	0
t10162	1
t10163	0
t10164	0
t10165	1
t10166	0
t10167	0
t10168	1
t10169	1
t1017	1
t10170	1
t10171	1
t10172	1
t10173	1
t10174	1
t10175	1
t10176	0
t10177	1
